frame,timestamp_ms,scenario_ground_truth,ear,mar,pose_horiz_ratio,pose_vert_ratio,gaze_avg_ratio,hand_raised_flag
0,0.0,Looking Left,0.4579557260611760,0.03239317741958690,-0.23619294092078300,0.5342655484400010,-0.23770491803278700,0
1,66.66666666666670,Looking Left,0.4273150446049600,0.01547275904434430,-0.3034160155310740,0.5437691000479510,0.11206896551724100,0
2,133.33333333333300,Looking Left,0.31946930929874000,0.01516893669935530,-0.31985571010720300,0.533381097904988,0.21060606060606100,0
3,200.0,Looking Left,0.31029401458756600,0.014517167628488500,-0.29071799352832700,0.5259049559572550,0.23489278752436600,0
4,266.6666666666670,Looking Left,0.32765470825366000,0.014691591690258300,-0.295406993423945,0.5290279618802900,0.06481481481481480,0
5,333.3333333333330,Looking Left,0.3304563362601350,0.022222222222222200,-0.3716512289674430,0.5320702858619330,0.03273809523809530,0
6,400.0,Looking Left,0.31626782229650100,0.014482111159087300,-0.32679408544985800,0.5243293265181630,0.05026737967914440,0
7,466.6666666666670,Looking Left,0.3388333843310390,0.014482111159087300,-0.3315302316157980,0.5259545354497270,0.1,0
8,533.3333333333330,Looking Left,0.31641636668560900,0.014482111159087300,-0.29384123802478800,0.5228746593416090,0.14595959595959600,0
9,600.0,Looking Left,0.3285000079674910,0.014444292869326900,-0.31091632291409100,0.5229137739764630,0.12777777777777800,0
10,666.6666666666670,Looking Left,0.3107004888591000,0.014691591690258300,-0.28451294475416000,0.5258734073748600,0.20857699805068200,0
11,733.3333333333330,Looking Left,0.32688475292674900,0.0,-0.2985053846601020,0.5244781927067000,0.1466861598440550,0
12,800.0,Looking Left,0.3084363855962710,0.014865882924943300,-0.3685847759202390,0.5351281610680370,0.08131313131313130,0
13,866.6666666666670,Looking Left,0.3234876184791310,0.0,-0.3296571230276080,0.5244781927067000,0.0522875816993464,0
14,933.3333333333330,Looking Left,0.3344460438466800,0.014278431229270600,-0.31688140361506200,0.5275180236323490,0.07407407407407410,0
15,1000.0,Looking Left,0.30738241563243800,0.0,-0.31091632291409100,0.523054639566947,0.199317738791423,0
16,1066.6666666666700,Looking Left,0.3201818777170200,0.014728195398497100,-0.2889728558308450,0.5290705070540190,0.19712918660287100,0
17,1133.3333333333300,Looking Left,0.3364570597022420,0.020427314874691100,-0.33944880448804500,0.5320702858619330,0.14646464646464600,0
18,1200.0,Looking Left,0.32400380032194200,0.0149071198499986,-0.3230866807665590,0.5258734073748600,0.19712918660287100,0
19,1266.6666666666700,Looking Left,0.3386660527550990,0.014691591690258300,-0.34799407324580000,0.5287874522329190,0.08877005347593580,0
20,1333.3333333333300,Looking Left,0.32083930731509500,0.0,-0.3276329637888450,0.5287874522329190,0.02085561497326200,0
21,1400.0,Looking Left,0.3214807211407270,0.021135934317058100,-0.3499076763439010,0.5332721256286120,0.06318082788671020,0
22,1466.6666666666700,Looking Left,0.31667701997675100,0.014865882924943300,-0.3318728447251620,0.5257484438867530,0.0411764705882353,0
23,1533.3333333333300,Looking Left,0.3215217202715380,0.01543768802736100,-0.36002396399259200,0.5316832329881620,0.1,0
24,1600.0,Looking Left,0.32688475292674900,0.015128956621341900,-0.33896876625055600,0.5318264605790850,0.07553606237816760,0
25,1666.6666666666700,Looking Left,0.320599910278497,0.0,-0.32585982309241300,0.5318264605790850,-0.008556149732620330,0
26,1733.3333333333300,Looking Left,0.3293264415461140,0.021135934317058100,-0.34825929607486800,0.5288362955439020,0.059358288770053500,0
27,1800.0,Looking Left,0.32928884545439800,0.0,-0.31940374676469400,0.5287557113371710,-0.008556149732620330,0
28,1866.6666666666700,Looking Left,0.3206096717912980,0.01516893669935530,-0.3660196771282790,0.5302932913053840,0.03535353535353540,0
29,1933.3333333333300,Looking Left,0.3453111484462970,0.01494536248230520,-0.3499076763439010,0.530215398635853,0.12962962962963000,0
30,2000.0,Looking Left,0.33256980412163100,0.014342907231889200,-0.35663777577410600,0.5285827180388360,0.1769005847953220,0
31,2066.6666666666700,Looking Left,0.33797720735097300,0.013918454046250300,-0.32800290250383200,0.5227094355405870,0.04678362573099420,0
32,2133.3333333333300,Looking Left,0.3186287494800820,0.013781637176578700,-0.28924656444313800,0.5258734073748600,0.20182555780933100,0
33,2200.0,Looking Left,0.21775013021818900,0.0,-0.20045523579382800,0.5196968262001480,0.41696364932288000,0
34,2266.6666666666700,Looking Left,0.22499408900613400,0.0,-0.050972553843139200,0.5150018402705420,0.38293650793650800,0
35,2333.3333333333300,Looking Left,0.2378444224175320,0.01194375788241630,0.051160351348782500,0.5028497894686640,0.5946180555555560,0
36,2400.0,Looking Left,0.265758046320155,0.0,0.1327819353527250,0.5117783263966420,0.5909090909090910,0
37,2466.666666666670,Looking Left,0.27142604600031700,0.0,0.19656951582373300,0.5103295902151410,0.5622749099639860,0
38,2533.333333333330,Looking Left,0.25577769314731000,0.010274394364777300,0.22600344081127600,0.5173227607490690,0.5494704570791530,0
39,2600.0,Forward Pose,0.2697259883585330,0.0,0.29112734368139400,0.5184522801323390,0.512483039348711,0
40,2666.6666666666700,Forward Pose,0.2730116187333820,0.0,0.33581447914949400,0.5352544182430480,0.5049329623071090,0
41,2733.3333333333300,Forward Pose,0.27183984871809400,0.0,0.3627231334055230,0.5452138088605000,0.48996819182774700,0
42,2800.0,Forward Pose,0.2834840668657660,0.0,0.36973517829981500,0.5437867044143950,0.4858578775128570,0
43,2866.6666666666700,Forward Pose,0.2884149608197680,0.0,0.373599143018164,0.5435408867521700,0.4858578775128570,0
44,2933.333333333330,Forward Pose,0.29073939965428600,0.0,0.37080686649826700,0.5319197438161010,0.48173624288425000,0
45,3000.0,Forward Pose,0.2897262873768050,0.0,0.37115080262332400,0.5276820093848120,0.4824478178368120,0
46,3066.6666666666700,Forward Pose,0.2927995635094400,0.0,0.3728758513259820,0.5246830141162430,0.4824478178368120,0
47,3133.3333333333300,Forward Pose,0.19636416374876000,0.0,0.29293936489074100,0.5187718837711710,0.379127358490566,0
48,3200.0,Forward Pose,0.3241496320503690,0.0,0.1676069722035310,0.5029387698269280,0.30399305555555600,0
49,3266.6666666666700,Looking Left,0.31616452741808000,0.0,0.081071901972464,0.4834486067206690,0.3279569892473120,0
50,3333.3333333333300,Looking Left,0.3255765042849540,0.0,0.04016417885129280,0.4722954542941130,0.325,0
51,3400.0,Looking Left,0.31877563859973400,0.0,-0.030726307553882800,0.47656309163892200,0.40614035087719300,0
52,3466.666666666670,Looking Left,0.30764168287405500,0.013571882129149900,-0.10026908219488700,0.4659850221361170,0.3678593848085370,0
53,3533.333333333330,Looking Left,0.2609345034015310,0.012805787474814500,-0.11650439081599500,0.4659850221361170,0.4169859514687100,0
54,3600.0,Looking Left,0.23835803557854500,0.0,-0.27093723189322200,0.4870198752632030,0.20494417862838900,0
55,3666.6666666666700,Looking Left,0.2573620488204000,0.01613322979418190,-0.31715110204538500,0.5231905463777110,0.3025210084033610,0
56,3733.3333333333300,Looking Left,0.35524319859625200,0.016033384194871600,-0.4005270094512160,0.5389581982797590,0.056666666666666700,0
57,3800.0,Looking Left,0.39672173360900300,0.01628871900044660,-0.43937489828963000,0.5462930794956220,0.06282051282051280,0
58,3866.6666666666700,Looking Left,0.4140948897540490,0.014826615721184700,-0.40172043804719200,0.5206823417698840,0.03537414965986400,0
59,3933.333333333330,Looking Left,0.4342614643871130,0.0,-0.42491739329868000,0.5362788633338020,0.03273809523809530,0
60,4000.0,Looking Left,0.4330676106808720,0.0,-0.42231054906049500,0.5251481928937770,-0.0025000000000000000,0
61,4066.6666666666700,Looking Left,0.43576462191615200,0.01435916317235480,-0.42662067115296000,0.5248433257351370,0.03333333333333330,0
62,4133.333333333330,Looking Left,0.5731015565033010,0.0,-0.43795168050718000,0.5384209405847500,-0.17727272727272700,0
63,4200.0,Looking Left,0.43947471574884800,0.02199795428537280,-0.40892405238606200,0.533622518306657,0.0042892156862745100,0
64,4266.666666666670,Looking Left,0.46401774753957800,0.014617633655117200,-0.4266238694960450,0.5337909454393030,-0.06318681318681320,0
65,4333.333333333330,Looking Left,0.4835456216498180,0.014617633655117200,-0.40228950797576200,0.525749169202132,-0.19230769230769200,0
66,4400.0,Looking Left,0.4982667595472010,0.014883984964325100,-0.4083280498258560,0.531855612458593,-0.17401960784313700,0
67,4466.666666666670,Looking Left,0.5181954517276780,0.014883984964325100,-0.40691189103569600,0.5256712448718650,-0.2770979020979020,0
68,4533.333333333330,Looking Left,0.530629910332436,0.0,-0.42276017341234300,0.5285700680492770,-0.1531986531986530,0
69,4600.0,Looking Left,0.5287938862865290,0.014216253350904600,-0.4100911008468380,0.5225790610785010,-0.20497427101200700,0
70,4666.666666666670,Looking Left,0.5045617920385440,0.0,-0.4722233032348310,0.5276425189574500,-0.19551282051282100,0
71,4733.333333333330,Looking Left,0.492559062525882,0.0,-0.4197573300506260,0.514969497005919,-0.23899371069182400,0
72,4800.0,Looking Left,0.45893112610539700,0.0,-0.42576981179403100,0.5321296189115870,-0.2144082332761580,0
73,4866.666666666670,Looking Left,0.47071561873589800,0.0,-0.41717122412593000,0.5212466913156830,-0.15566037735849100,0
74,4933.333333333330,Looking Left,0.5168229187710890,0.014301776319421800,-0.46354327094668900,0.5258269611280590,-0.22384219554030900,0
75,5000.0,Looking Left,0.4343075517018230,0.0,-0.39891045081931200,0.5166704991413730,-0.18618881118881100,0
76,5066.666666666670,Looking Left,0.5213891344018170,0.0,-0.41454672559562800,0.5178447575669760,-0.29423076923076900,0
77,5133.333333333330,Looking Left,0.464119529002648,0.0,-0.4090747318363210,0.5178380124337910,-0.2453703703703700,0
